normalized_title,representative_title,match_status,match_confidence,failure_reason,search_variants
tube twist,Tube Twist,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tube+Twist&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tunnelsofthe underworld,Tunnelsofthe Underworld,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tunnelsofthe+Underworld&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
turbo lister 6,Turbo Lister 6,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Turbo+Lister+6&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
turbo strau,Turbo Strauß,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Turbo+Strau%C3%9F&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
turok 2,Turok 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Turok+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tux racer,Tux Racer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tux+Racer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tversity 1,Tversity 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tversity+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tweak vi,Tweak VI,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tweak+VI&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
two worlds,Two Worlds,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Two+Worlds&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
two worlds service release 1,Two Worlds Service Release 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Two+Worlds+Service+Release+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
two worlds service release15,Two Worlds Service Release15,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Two+Worlds+Service+Release15&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
two worlds v 1,Two Worlds v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Two+Worlds&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
two worldsv,Two Worldsv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Two+Worldsv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tycoon 1,Game Tycoon 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Game+Tycoon+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tycoon city new york,Tycoon City New York,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tycoon+City+New+York&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
tycoon city new yorkv,Tycoon City New Yorkv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tycoon+City+New+Yorkv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ubisoft gamesfor everyone,Ubisoft Gamesfor Everyone,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ubisoft+Gamesfor+Everyone&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
uefa championsleague,UEFA Championsleague,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=UEFA+Championsleague&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
uefaeuro,UEFAEuro,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=UEFAEuro&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ufo afterlight,Ufo Afterlight,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ufo+Afterlight&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ufo aftershock,UFO Aftershock,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=UFO+Aftershock&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
uli stein 3d mahjongg,Uli Stein 3 D Mahjongg,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Uli+Stein+3+D+Mahjongg&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
uli stein steinschlag,Uli Stein Steinschlag,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Uli+Stein+Steinschlag&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ultimate mahjongg15,Ultimate Mahjongg15,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ultimate+Mahjongg15&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
undercover operation wintersonne,Undercover Operation Wintersonne,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Undercover+Operation+Wintersonne&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
undercover operation wstensonne,Undercover Operation Wstensonne,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Undercover+Operation+Wstensonne&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
universeat war angriffsziel erde,Universeat War Angriffsziel Erde,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Universeat+War+Angriffsziel+Erde&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
unreal tourn2004v,Unreal Tourn 2004 v,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Unreal+Tourn+2004+v&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
unreal tournament,Unreal Tournament,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Unreal+Tournament&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
unreal tournament 3v 1,Unreal Tournament 3 v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Unreal+Tournament+3+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
unreal tournament2004,Unreal Tournament 2004,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Unreal+Tournament+2004&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
unreal tournament3v12,Unreal Tournament3v12,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Unreal+Tournament3v12&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
up yours,Up Yours,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Up+Yours&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
uprising 2,Uprising 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Uprising+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
urlaubsraser,Urlaubsraser,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Urlaubsraser&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
urmel das partyspiel,Urmel Das Partyspiel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Urmel+Das+Partyspiel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
usa racer,USA Racer,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=USA+Racer&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
valitse asennuskieli,Valitse asennuskieli,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Valitse+asennuskieli&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
vampires dawn ancient blood,Vampires Dawn Ancient Blood,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vampires+Dawn+Ancient+Blood&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
vampirjagd,Vampirjagd,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vampirjagd&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
velaya geschichte einer kriegerin 1,Velaya - Geschichte einer Kriegerin 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Velaya+-+Geschichte+einer+Kriegerin+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
verliebt in berlin,Verliebt in Berlin,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Verliebt+in+Berlin&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
verliebtin berlin,Verliebtin Berlin,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Verliebtin+Berlin&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
videotippszu anno,Videotippszu Anno,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Videotippszu+Anno&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
virtua fighter,Virtua Fighter,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Virtua+Fighter&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
virtual skipper,Virtual Skipper,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Virtual+Skipper&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
virtual stratton,Virtual Stratton,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Virtual+Stratton&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
vista boot pro 3 3,Vista Boot PRO 3 3,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vista+Boot+PRO+3+3&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
vista boot pro330,Vista Boot PRO330,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vista+Boot+PRO330&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
vista tuning,Vista Tuning,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vista+Tuning&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
vivisector,Vivisector,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vivisector&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
vogelpiraten,Vogelpiraten,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vogelpiraten&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
vyberte jazyk,Vyberte jazyk,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vyberte+jazyk&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
vyrox,Vyrox,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vyrox&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
waldmeister sause edelwei,Waldmeister Sause Edelweiß,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Waldmeister+Sause+Edelwei%C3%9F&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
waldmeister sause xxlwinter,Waldmeister Sause XXLWinter Edition,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Waldmeister+Sause+XXLWinter+Edition&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
wall eder letzterumtdie erdeauf,Wall EDer Letzterumtdie Erdeauf,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Wall+EDer+Letzterumtdie+Erdeauf&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
wallace gromit,Wallace Gromit,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Wallace+Gromit&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
war front,War Front,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=War+Front&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
war front turning point,War Front Turning Point,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=War+Front+Turning+Point&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
war leaders clashof nationsv101,War Leaders Clashof Nationsv101,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=War+Leaders+Clashof+Nationsv101&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
war world tactical combat,War World Tactical Combat,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=War+World+Tactical+Combat&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
warcraft the frozen throne v 1,Warcraft The Frozen Throne v 1,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Warcraft+The+Frozen+Throne+v+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
